SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,COMPRESSION_RATIO
49,Lame MP3 Compression V8,7,0,0.0264166326946596
49,Lame MP3 Compression V9,8,0,0.013121687729311047
50,Lame MP3 Compression V1,0,0.0105,0.1388823642459055
50,Lame MP3 Compression V2,1,0.03775,0.11633319809527877
50,Lame MP3 Compression V3,2,0.08875,0.10275245030001495
50,Lame MP3 Compression V4,3,0.10175,0.08750613909589802
50,Lame MP3 Compression V5,4,0.30625,0.0700817834340501
50,Lame MP3 Compression V6,5,0.448,0.05752599773654203
50,Lame MP3 Compression V7,6,0.44375,0.05169652580555615
50,Lame MP3 Compression V8,7,0.455,0.04830133885674019
50,Lame MP3 Compression V9,8,0,0.035814951634601015
51,Lame MP3 Compression V1,0,0.05775,0.14333469221361597
51,Lame MP3 Compression V2,1,0.0885,0.12352221769262128
51,Lame MP3 Compression V3,2,0.146,0.11251528740317979
51,Lame MP3 Compression V4,3,0.32,0.09796167957602935
51,Lame MP3 Compression V5,4,0.52575,0.07839380350591113
51,Lame MP3 Compression V6,5,0.67825,0.06714227476559315
51,Lame MP3 Compression V7,6,0.651,0.06237260497350183
51,Lame MP3 Compression V8,7,0.612,0.058336730534039954
51,Lame MP3 Compression V9,8,0.76325,0.046641867101508354
52,Lame MP3 Compression V1,0,0.062,0.1460570989301958
52,Lame MP3 Compression V2,1,0.11225,0.12607033802395848
52,Lame MP3 Compression V3,2,0.26675,0.11607695757083983
52,Lame MP3 Compression V4,3,0.3875,0.10480237449552647
52,Lame MP3 Compression V5,4,0.54175,0.08827486066921483
52,Lame MP3 Compression V6,5,0.81525,0.07366915077619525
52,Lame MP3 Compression V7,6,0.7385,0.0689927612051846
52,Lame MP3 Compression V8,7,0.89625,0.0649569729452713
52,Lame MP3 Compression V9,8,0.94625,0.049561188101898315
53,Lame MP3 Compression V1,0,0.0395,0.15116184264166327
53,Lame MP3 Compression V2,1,0.07,0.1342845495311863
53,Lame MP3 Compression V3,2,0.11175,0.12670199755401548
53,Lame MP3 Compression V4,3,0.219,0.1144720750101916
53,Lame MP3 Compression V5,4,0.47125,0.09857317570322055
53,Lame MP3 Compression V6,5,0.679,0.08719934773746434
53,Lame MP3 Compression V7,6,0.68125,0.07631471667346107
53,Lame MP3 Compression V8,7,0.9505,0.06249490419894008
53,Lame MP3 Compression V9,8,0.96575,0.052079086832450064
54,Lame MP3 Compression V1,0,0.058,0.14113330615572767
54,Lame MP3 Compression V2,1,0.09125,0.12205462698736241
54,Lame MP3 Compression V3,2,0.1435,0.11202609050142683
54,Lame MP3 Compression V4,3,0.3725,0.09698328577252344
54,Lame MP3 Compression V5,4,0.5435,0.08083978801467591
54,Lame MP3 Compression V6,5,0.652,0.07081125152874032
54,Lame MP3 Compression V7,6,0.65175,0.06090501426824297
54,Lame MP3 Compression V8,7,0.6555,0.057725234406848756
54,Lame MP3 Compression V9,8,0.8325,0.046116999592335915
55,Lame MP3 Compression V1,0,0,0.1422134910636117
55,Lame MP3 Compression V2,1,0,0.12350793277956909
55,Lame MP3 Compression V3,2,0,0.11043966603318314
55,Lame MP3 Compression V4,3,0,0.08238132860711922
55,Lame MP3 Compression V5,4,0,0.04727637675898443
55,Lame MP3 Compression V6,5,0,0.04689201597232602
55,Lame MP3 Compression V7,6,0,0.04804509833230125
55,Lame MP3 Compression V8,7,0,0.0230616471995046
55,Lame MP3 Compression V9,8,0,0.013052251713608506
56,Lame MP3 Compression V1,0,0.04025,0.1496942519364044
56,Lame MP3 Compression V2,1,0.0905,0.1298817774154097
56,Lame MP3 Compression V3,2,0.158,0.12034243783122707
56,Lame MP3 Compression V4,3,0.2775,0.1078679168365267
56,Lame MP3 Compression V5,4,0.46175,0.08940073379535263
56,Lame MP3 Compression V6,5,0.7045,0.07729311047696698
56,Lame MP3 Compression V7,6,0.68625,0.0695271096616388
56,Lame MP3 Compression V8,7,0.7705,0.06322869955156951
56,Lame MP3 Compression V9,8,0.91575,0.05062168772931105
57,Lame MP3 Compression V1,0,0.02225,0.1511819094189746
57,Lame MP3 Compression V2,1,0.05675,0.1350387563793214
57,Lame MP3 Compression V3,2,0.0865,0.12760778117059213
57,Lame MP3 Compression V4,3,0.16775,0.11479575494864513
57,Lame MP3 Compression V5,4,0.3345,0.09929320322008926
57,Lame MP3 Compression V6,5,0.622,0.08443125280263074
57,Lame MP3 Compression V7,6,0.608,0.07975486323162008
57,Lame MP3 Compression V8,7,0.9045,0.06226644743866242
57,Lame MP3 Compression V9,8,0.943,0.052614721018129015
58,Lame MP3 Compression V1,0,0.03975,0.14920505503465145
58,Lame MP3 Compression V2,1,0.08675,0.13159396657154504
58,Lame MP3 Compression V3,2,0.1095,0.12303302079086832
58,Lame MP3 Compression V4,3,0.2595,0.10860171218915614
58,Lame MP3 Compression V5,4,0.51175,0.09160211985324093
58,Lame MP3 Compression V6,5,0.6765,0.08132898491642886
58,Lame MP3 Compression V7,6,0.756,0.0691602119853241
58,Lame MP3 Compression V8,7,0.862,0.06420709335507542
58,Lame MP3 Compression V9,8,0.92575,0.053006522625356704
59,Lame MP3 Compression V1,0,0.0465,0.14708206102795157
59,Lame MP3 Compression V2,1,0.07825,0.12504537592620274
59,Lame MP3 Compression V3,2,0.07275,0.11146462813093891
59,Lame MP3 Compression V4,3,0.179,0.09468087378018834
59,Lame MP3 Compression V5,4,0.5435,0.07584719523392625
59,Lame MP3 Compression V6,5,0.79775,0.06239456770088189
59,Lame MP3 Compression V7,6,0.6355,0.055732314065469454
59,Lame MP3 Compression V8,7,0.6365,0.05265742777220218
59,Lame MP3 Compression V9,8,0,0.0409504388118981
60,Lame MP3 Compression V1,0,0.04575,0.1440684875662454
60,Lame MP3 Compression V2,1,0.051,0.12254382388911537
60,Lame MP3 Compression V3,2,0.163,0.1068895230330208
60,Lame MP3 Compression V4,3,0.352,0.0902568283734203
60,Lame MP3 Compression V5,4,0.53,0.07301263758662861
60,Lame MP3 Compression V6,5,0.673,0.06176110884631064
60,Lame MP3 Compression V7,6,0.573,0.05448430493273543
60,Lame MP3 Compression V8,7,0.55675,0.0528332653893192
60,Lame MP3 Compression V9,8,0,0.04107725234406849
61,Lame MP3 Compression V1,0,0.05475,0.14578067672238076
61,Lame MP3 Compression V2,1,0.071,0.12914798206278028
61,Lame MP3 Compression V3,2,0.15125,0.12205462698736241
61,Lame MP3 Compression V4,3,0.26475,0.11129229514879739
61,Lame MP3 Compression V5,4,0.4245,0.0984508764777823
61,Lame MP3 Compression V6,5,0.6615,0.0864655523848349
61,Lame MP3 Compression V7,6,0.7505,0.07392988177741541
61,Lame MP3 Compression V8,7,0.947,0.0594374235629841
61,Lame MP3 Compression V9,8,0.96525,0.05022421524663677
62,Lame MP3 Compression V1,0,0.04125,0.14990070679677991
62,Lame MP3 Compression V2,1,0.072,0.13273259165937093
62,Lame MP3 Compression V3,2,0.10675,0.12376417330400803
62,Lame MP3 Compression V4,3,0.23975,0.11146462813093891
62,Lame MP3 Compression V5,4,0.52175,0.09365591168243258
62,Lame MP3 Compression V6,5,0.6575,0.08263756913155816
62,Lame MP3 Compression V7,6,0.65825,0.07533471418504836
62,Lame MP3 Compression V8,7,0.89225,0.06393201084751554
62,Lame MP3 Compression V9,8,0.94175,0.053308705771817816
63,Lame MP3 Compression V1,0,0.04075,0.1499388503872809
63,Lame MP3 Compression V2,1,0.079,0.13159396657154504
63,Lame MP3 Compression V3,2,0.0995,0.12058703628210354
63,Lame MP3 Compression V4,3,0.3185,0.1078679168365267
63,Lame MP3 Compression V5,4,0.504,0.08891153689359968
63,Lame MP3 Compression V6,5,0.82275,0.0726457399103139
63,Lame MP3 Compression V7,6,0.696,0.06750917244190786
63,Lame MP3 Compression V8,7,0.7515,0.06322869955156951
63,Lame MP3 Compression V9,8,0.9075,0.04743681206685691
64,Lame MP3 Compression V1,0,0.036,0.15323346964051207
64,Lame MP3 Compression V2,1,0.07475,0.1347839549011862
64,Lame MP3 Compression V3,2,0.0925,0.12427798123018119
64,Lame MP3 Compression V4,3,0.25075,0.11044084517568678
64,Lame MP3 Compression V5,4,0.45675,0.09416939814864245
64,Lame MP3 Compression V6,5,0.66075,0.08110099187495329
64,Lame MP3 Compression V7,6,0.664,0.07206841695049167
64,Lame MP3 Compression V8,7,0.80975,0.06995441005327724
64,Lame MP3 Compression V9,8,0.907,0.05497485613008616
65,Lame MP3 Compression V1,0,0.0785,0.1418671015083571
65,Lame MP3 Compression V2,1,0.09775,0.12181002853648594
65,Lame MP3 Compression V3,2,0.20425,0.11251528740317979
65,Lame MP3 Compression V4,3,0.33725,0.09881777415409702
65,Lame MP3 Compression V5,4,0.517,0.07961679576029351
65,Lame MP3 Compression V6,5,0.7015,0.06738687321646963
65,Lame MP3 Compression V7,6,0.6485,0.06182225845902976
65,Lame MP3 Compression V8,7,0.61725,0.06237260497350183
65,Lame MP3 Compression V9,8,0.801,0.04809926620464737
66,Lame MP3 Compression V1,0,0.01025,0.13862612372146654
66,Lame MP3 Compression V2,1,0.02425,0.1204330464863018
66,Lame MP3 Compression V3,2,0.03425,0.10915846341098845
66,Lame MP3 Compression V4,3,0.06975,0.08481561358928914
66,Lame MP3 Compression V5,4,0.239,0.049966902265593305
66,Lame MP3 Compression V6,5,0.58275,0.04714825649676496
66,Lame MP3 Compression V7,6,0,0.04804509833230125
66,Lame MP3 Compression V8,7,0,0.02408660929726036
66,Lame MP3 Compression V9,8,0,0.01430142427024834
67,Lame MP3 Compression V1,0,0.035,0.13966571545046882
67,Lame MP3 Compression V2,1,0.0635,0.11838565022421525
67,Lame MP3 Compression V3,2,0.0935,0.10248675091724418
67,Lame MP3 Compression V4,3,0.18475,0.08475336322869956
67,Lame MP3 Compression V5,4,0.4385,0.0628618018752548
67,Lame MP3 Compression V6,5,0.71225,0.04794129637178964
67,Lame MP3 Compression V7,6,0,0.04732980024459845
67,Lame MP3 Compression V8,7,0.70425,0.0380350591112923
67,Lame MP3 Compression V9,8,0,0.023720953933958417
68,Lame MP3 Compression V1,0,0.0335,0.14887574469902415
68,Lame MP3 Compression V2,1,0.05775,0.132476351134932
68,Lame MP3 Compression V3,2,0.117,0.12453289487732484
68,Lame MP3 Compression V4,3,0.2355,0.11223334970425573
68,Lame MP3 Compression V5,4,0.507,0.09634643718904144
68,Lame MP3 Compression V6,5,0.66325,0.08648117699814226
68,Lame MP3 Compression V7,6,0.724,0.07821742008498644
68,Lame MP3 Compression V8,7,0.95825,0.060344643505370374
68,Lame MP3 Compression V9,8,0.9675,0.051926074608699364
69,Lame MP3 Compression V1,0,0.04975,0.14260089686098654
69,Lame MP3 Compression V2,1,0.12775,0.12205462698736241
69,Lame MP3 Compression V3,2,0.23175,0.11178149205055035
69,Lame MP3 Compression V4,3,0.42525,0.0984508764777823
69,Lame MP3 Compression V5,4,0.54125,0.07949449653485528
69,Lame MP3 Compression V6,5,0.756,0.06640847941296371
69,Lame MP3 Compression V7,6,0.68175,0.06053811659192825
69,Lame MP3 Compression V8,7,0.64075,0.05882592743579291
69,Lame MP3 Compression V9,8,0.85575,0.04558194048104362
70,Lame MP3 Compression V1,0,0.03525,0.14480228291887484
70,Lame MP3 Compression V2,1,0.06175,0.12278842233999185
70,Lame MP3 Compression V3,2,0.08325,0.10444353852425602
70,Lame MP3 Compression V4,3,0.157,0.08120668569099063
70,Lame MP3 Compression V5,4,0.349,0.06298410110069302
70,Lame MP3 Compression V6,5,0.50125,0.04891969017529556
70,Lame MP3 Compression V7,6,0,0.04769669792091317
70,Lame MP3 Compression V8,7,0,0.03730126375866286
70,Lame MP3 Compression V9,8,0,0.02809315124337546
71,Lame MP3 Compression V1,0,0.02725,0.15140644109253976
71,Lame MP3 Compression V2,1,0.049,0.13208316347329802
71,Lame MP3 Compression V3,2,0.0645,0.11422747655931513
71,Lame MP3 Compression V4,3,0.1345,0.08915613534447615
71,Lame MP3 Compression V5,4,0.3475,0.06310640032613127
71,Lame MP3 Compression V6,5,0.5655,0.04977578475336323
71,Lame MP3 Compression V7,6,0.584,0.04788014675907053
71,Lame MP3 Compression V8,7,0.57325,0.04292702812882185
71,Lame MP3 Compression V9,8,0,0.030345495311863025
72,Lame MP3 Compression V1,0,0.045,0.15091724419078678
72,Lame MP3 Compression V2,1,0.0765,0.13355075417855686
72,Lame MP3 Compression V3,2,0.10575,0.12498980839788015
72,Lame MP3 Compression V4,3,0.2395,0.11104769669792092
72,Lame MP3 Compression V5,4,0.48775,0.09441500203832043
72,Lame MP3 Compression V6,5,0.6775,0.08328577252344069
72,Lame MP3 Compression V7,6,0.7395,0.07117814920505504
72,Lame MP3 Compression V8,7,0.93875,0.06689767631471667
72,Lame MP3 Compression V9,8,0.96,0.052211577660008154
73,Lame MP3 Compression V1,0,0.1165,0.1499388503872809
73,Lame MP3 Compression V2,1,0.09675,0.12963717896453322
73,Lame MP3 Compression V3,2,0.14325,0.11838565022421525
73,Lame MP3 Compression V4,3,0.33725,0.10419894007337953
73,Lame MP3 Compression V5,4,0.51675,0.0908683245006115
73,Lame MP3 Compression V6,5,0.7405,0.0760701182225846
73,Lame MP3 Compression V7,6,0.6815,0.06879331430900938
73,Lame MP3 Compression V8,7,0.75925,0.06909906237260498
73,Lame MP3 Compression V9,8,0.89475,0.051151651039543417
74,Lame MP3 Compression V1,0,0.053,0.14602527517325722
74,Lame MP3 Compression V2,1,0.07625,0.12474520994700367
74,Lame MP3 Compression V3,2,0.10725,0.11055849979616796
74,Lame MP3 Compression V4,3,0.2045,0.08976763147166734
74,Lame MP3 Compression V5,4,0.4725,0.0682429677945373
74,Lame MP3 Compression V6,5,0.68425,0.055401549123522215
74,Lame MP3 Compression V7,6,0.633,0.05081532816958826
74,Lame MP3 Compression V8,7,0.62075,0.04635140644109254
74,Lame MP3 Compression V9,8,0,0.033922747655931514
75,Lame MP3 Compression V1,0,0.059,0.1462698736241337
75,Lame MP3 Compression V2,1,0.085,0.12498980839788015
75,Lame MP3 Compression V3,2,0.16075,0.11373827965756217
75,Lame MP3 Compression V4,3,0.35775,0.09735018344883815
75,Lame MP3 Compression V5,4,0.519,0.0776600081532817
75,Lame MP3 Compression V6,5,0.66,0.06640847941296371
75,Lame MP3 Compression V7,6,0.64325,0.05741948634325316
75,Lame MP3 Compression V8,7,0.572,0.055034651447207504
75,Lame MP3 Compression V9,8,0.815,0.0408122706889523
76,Lame MP3 Compression V1,0,0.07025,0.14682582050351264
76,Lame MP3 Compression V2,1,0.085,0.12683905959727532
76,Lame MP3 Compression V3,2,0.1525,0.11633319809527877
76,Lame MP3 Compression V4,3,0.3085,0.10403365292220965
76,Lame MP3 Compression V5,4,0.49975,0.08596869594926437
76,Lame MP3 Compression V6,5,0.736,0.0726441886784395
76,Lame MP3 Compression V7,6,0.66625,0.06649441609190493
76,Lame MP3 Compression V8,7,0.67225,0.06393201084751554
76,Lame MP3 Compression V9,8,0.879,0.04942239115116056
77,Lame MP3 Compression V1,0,0.03225,0.1440684875662454
77,Lame MP3 Compression V2,1,0.03825,0.12376681614349776
77,Lame MP3 Compression V3,2,0.1515,0.11373827965756217
77,Lame MP3 Compression V4,3,0.3155,0.10052996331023237
77,Lame MP3 Compression V5,4,0.49125,0.08475336322869956
77,Lame MP3 Compression V6,5,0.64075,0.07411333061557276
77,Lame MP3 Compression V7,6,0.652,0.06512433754586221
77,Lame MP3 Compression V8,7,0.78475,0.06237260497350183
77,Lame MP3 Compression V9,8,0.86525,0.04889421116999592
78,Lame MP3 Compression V1,0,0.05975,0.13942111699959234
78,Lame MP3 Compression V2,1,0.10925,0.11667346106807991
78,Lame MP3 Compression V3,2,0.15525,0.10297594781899715
78,Lame MP3 Compression V4,3,0.36325,0.088055442315532
78,Lame MP3 Compression V5,4,0.56475,0.07068895230330208
78,Lame MP3 Compression V6,5,0.67075,0.059926620464737054
78,Lame MP3 Compression V7,6,0.62,0.054851202609050145
78,Lame MP3 Compression V8,7,0.60875,0.05197717081125153
78,Lame MP3 Compression V9,8,0,0.04054728903383612
79,Lame MP3 Compression V1,0,0.04425,0.13942111699959234
79,Lame MP3 Compression V2,1,0.07725,0.1144720750101916
79,Lame MP3 Compression V3,2,0.11325,0.09502649816551162
79,Lame MP3 Compression V4,3,0.2265,0.08096208724011415
79,Lame MP3 Compression V5,4,0.48025,0.06494088870770486
79,Lame MP3 Compression V6,5,0,0.052344068487566245
79,Lame MP3 Compression V7,6,0.7025,0.048063595597227886
79,Lame MP3 Compression V8,7,0.7115,0.041459437423562985
79,Lame MP3 Compression V9,8,0,0.033525275173257235
80,Lame MP3 Compression V1,0,0.01725,0.14272597211248958
80,Lame MP3 Compression V2,1,0.03925,0.11992056543742392
80,Lame MP3 Compression V3,2,0.05675,0.09814012086011403
80,Lame MP3 Compression V4,3,0.12125,0.07495035339838996
80,Lame MP3 Compression V5,4,0.332,0.05521983301659157
80,Lame MP3 Compression V6,5,0,0.04727637675898443
80,Lame MP3 Compression V7,6,0,0.04842945911895966
80,Lame MP3 Compression V8,7,0,0.03536119237257372
80,Lame MP3 Compression V9,8,0,0.027070743738122183
81,Lame MP3 Compression V1,0,0.042,0.14504688136975133
81,Lame MP3 Compression V2,1,0.10225,0.12425601304525072
81,Lame MP3 Compression V3,2,0.2415,0.11251528740317979
81,Lame MP3 Compression V4,3,0.43275,0.09637178964533225
81,Lame MP3 Compression V5,4,0.54925,0.07778230737871994
81,Lame MP3 Compression V6,5,0.71825,0.06689767631471667
81,Lame MP3 Compression V7,6,0.661,0.058887077048512024
81,Lame MP3 Compression V8,7,0.599,0.05674684060334285
81,Lame MP3 Compression V9,8,0,0.04372706889523033
82,Lame MP3 Compression V1,0,0.013,0.13785740214814973
82,Lame MP3 Compression V2,1,0.03075,0.11556447652196195
82,Lame MP3 Compression V3,2,0.05275,0.09647455745126092
82,Lame MP3 Compression V4,3,0.112,0.07161922658068373
82,Lame MP3 Compression V5,4,0.3235,0.04727637675898443
82,Lame MP3 Compression V6,5,0.741,0.04676389571010656
82,Lame MP3 Compression V7,6,0,0.04804509833230125
82,Lame MP3 Compression V8,7,0,0.02472721060835771
82,Lame MP3 Compression V9,8,0,0.01416262731951058
83,Lame MP3 Compression V1,0,0.0255,0.1365776577230651
83,Lame MP3 Compression V2,1,0.05375,0.11479698060024984
83,Lame MP3 Compression V3,2,0.09175,0.09967862824441337
83,Lame MP3 Compression V4,3,0.15875,0.08596961382005316
83,Lame MP3 Compression V5,4,0.32175,0.07149186961488774
83,Lame MP3 Compression V6,5,0.5325,0.060089044532943274
83,Lame MP3 Compression V7,6,0,0.04996743575234089
83,Lame MP3 Compression V8,7,0,0.04791748967019357
83,Lame MP3 Compression V9,8,0,0.03595413245641196
84,Lame MP3 Compression V1,0,0.06375,0.13298883218380986
84,Lame MP3 Compression V2,1,0.077,0.11351455232645043
84,Lame MP3 Compression V3,2,0.19375,0.09993380453118661
84,Lame MP3 Compression V4,3,0.50175,0.08494373385150862
84,Lame MP3 Compression V5,4,0.56425,0.07238794815400056
84,Lame MP3 Compression V6,5,0.6035,0.06546945399414918
84,Lame MP3 Compression V7,6,0.6095,0.05554013367214025
84,Lame MP3 Compression V8,7,0.6025,0.050095022527812776
84,Lame MP3 Compression V9,8,0.69475,0.0440039717281288
85,Lame MP3 Compression V1,0,0.04475,0.14580085840575688
85,Lame MP3 Compression V2,1,0.08525,0.12402041382844697
85,Lame MP3 Compression V3,2,0.13925,0.11069590655762208
85,Lame MP3 Compression V4,3,0.3515,0.09455275351796887
85,Lame MP3 Compression V5,4,0.51725,0.07482223313617048
85,Lame MP3 Compression V6,5,0.65225,0.061625846127565075
85,Lame MP3 Compression V7,6,0.605,0.05496359249215264
85,Lame MP3 Compression V8,7,0.55325,0.05393863039439687
85,Lame MP3 Compression V9,8,0,0.040395251008947065
86,Lame MP3 Compression V1,0,0.043,0.14553607827150428
86,Lame MP3 Compression V2,1,0.043,0.12303302079086832
86,Lame MP3 Compression V3,2,0.10025,0.10493273542600896
86,Lame MP3 Compression V4,3,0.25125,0.08854463921728496
86,Lame MP3 Compression V5,4,0.44675,0.06714227476559315
86,Lame MP3 Compression V6,5,0,0.058948226661231146
86,Lame MP3 Compression V7,6,0,0.05191602119853241
86,Lame MP3 Compression V8,7,0,0.04965348552792499
86,Lame MP3 Compression V9,8,0,0.04067977986139421
87,Lame MP3 Compression V1,0,0.0535,0.15067264573991032
87,Lame MP3 Compression V2,1,0.1115,0.13134936812066858
87,Lame MP3 Compression V3,2,0.11,0.11838565022421525
87,Lame MP3 Compression V4,3,0.1755,0.09881777415409702
87,Lame MP3 Compression V5,4,0.395,0.07851610273134937
87,Lame MP3 Compression V6,5,0.74575,0.061394211169995924
87,Lame MP3 Compression V7,6,0.58475,0.05576844679983693
87,Lame MP3 Compression V8,7,0.574,0.053322462291072154
87,Lame MP3 Compression V9,8,0,0.038957399103139015
88,Lame MP3 Compression V1,0,0.03775,0.14455768446799838
88,Lame MP3 Compression V2,1,0.07175,0.12083163473298003
88,Lame MP3 Compression V3,2,0.1005,0.10517733387688545
88,Lame MP3 Compression V4,3,0.21975,0.08903383611903791
